DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	19p13.3	19	4965053		UHRF1 - KDM4B	ENSG00000276043	ENSG00000127663		2899	4060	rs10853981-A	rs10853981	0	10853981	intergenic_variant	1	0.3415	2E-8	7.698970004336019		0.0181	[0.012-0.024] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	9p21.3	9	25268072		RN7SKP120 - TUSC1	ENSG00000222693	ENSG00000198680		178921	408897	rs10966824-T	rs10966824	0	10966824	intergenic_variant	1	0.1185	3E-10	9.522878745280337		0.0312	[0.022-0.041] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	12q24.11	12	110212693		IFT81			ENSG00000122970			rs11065505-T	rs11065505	0	11065505	intron_variant	0	0.1632	7E-9	8.154901959985743		0.0269	[0.018-0.036] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	5q34	5	165096466		LINC03000			ENSG00000241956			rs11135349-A	rs11135349	0	11135349	intron_variant	0	0.4381	2E-15	14.698970004336019		0.0241	[0.018-0.03] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	9q21.33	9	84828447		NTRK2			ENSG00000148053			rs11140771-A	rs11140771	0	11140771	intron_variant	0	0.2185	7E-9	8.154901959985743		0.0216	[0.014-0.029] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	6q16.3	6	104916546		LIN28B-AS1			ENSG00000203809			rs11156429-T	rs11156429	0	11156429	intron_variant	0	0.4627	5E-12	11.301029995663981		0.0209	[0.015-0.027] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	18q12.3	18	41725681		KC6 - NPM1P1	ENSG00000267313	ENSG00000267652		93496	63481	rs112226573-?	rs112226573	0	112226573	intergenic_variant	1	0.7903	3E-8	7.522878745280337		0.0219	[0.014-0.03] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	2p11.2	2	86555379		RNF103-CHMP3, CHMP3			ENSG00000249884, ENSG00000115561			rs113652961-A	rs113652961	0	113652961	intron_variant	0	0.1462	7E-9	8.154901959985743		0.0257	[0.017-0.034] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	3q13.13	3	108432144		MYH15			ENSG00000144821			rs113689582-T	rs113689582	0	113689582	intron_variant	0	0.1456	1E-9	9.0		0.0264	[0.018-0.035] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	18q12.1	18	33785626		ASXL3 - NOL4	ENSG00000141431	ENSG00000101746		34431	65474	rs11374439-?	rs11374439	0	11374439	intergenic_variant	1	0.5339	3E-8	7.522878745280337		0.0202	[0.013-0.027] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	4q34.2	4	176461964		SPCS3 - HAFML	ENSG00000129128	ENSG00000248388		129719	207657	rs6553965-A	rs6553965	0	6553965	intergenic_variant	1	0.6616	7E-6	5.154901959985743		0.0145	[0.0082-0.0208] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	5q12.1	5	62184948		RN7SKP157 - KIF2A	ENSG00000251983	ENSG00000068796		38002	121214	rs3906401-A	rs3906401	0	3906401	intergenic_variant	1	0.4743	2E-6	5.698970004336019		0.0145	[0.0086-0.0204] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	6p21.32	6	33377805		LYPLA2P1 - RPL35AP4	ENSG00000228285	ENSG00000225644		11562	11569	rs118109745-A	rs118109745	0	118109745	intergenic_variant	1	0.9839	3E-6	5.522878745280337		0.0686	[0.04-0.097] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	6p21.31	6	33590881		LINC00336			ENSG00000197251			rs422907-A	rs422907	0	422907	intron_variant	0	0.6478	4E-7	6.3979400086720375		0.0158	[0.0097-0.0219] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	6q14.1	6	75539982		RPL26P20 - H3P27	ENSG00000219722	ENSG00000220730		39846	46140	rs1414592-C	rs1414592	0	1414592	intergenic_variant	1	0.4983	4E-6	5.3979400086720375		0.014	[0.0081-0.0199] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	6q22.31	6	123971449		NKAIN2			ENSG00000188580			rs728017-A	rs728017	0	728017	intron_variant	0	0.3684	4E-6	5.3979400086720375		0.0149	[0.0086-0.0212] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	7p14.3	7	32789832		LINC00997 - DPY19L1P2	ENSG00000281332	ENSG00000231952		26908	22925	rs61127279-A	rs61127279	0	61127279	intergenic_variant	1	0.6439	4E-7	6.3979400086720375		0.0169	[0.01-0.023] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	7q21.11	7	83307593		PCLO - SEMA3E	ENSG00000186472	ENSG00000170381		144663	55645	rs16887442-T	rs16887442	0	16887442	intergenic_variant	1	0.4682	2E-7	6.698970004336019		0.0163	[0.01-0.022] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	7q33	7	135367227		CNOT4			ENSG00000080802			rs4728354-T	rs4728354	0	4728354	intron_variant	0	0.547	3E-7	6.522878745280337		0.0155	[0.0096-0.0214] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8p23.1	8	10288415		MSRA			ENSG00000175806			rs67455183-T	rs67455183	0	67455183	intron_variant	0	0.8473	2E-6	5.698970004336019		0.0203	[0.012-0.029] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8p23.1	8	10430970		MSRA - LINC03022	ENSG00000175806	ENSG00000253641		2079	43595	rs10089552-T	rs10089552	0	10089552	intergenic_variant	1	0.1525	1E-6	6.0		0.0206	[0.012-0.029] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8p21.3	8	20914821		LZTS1 - TMEM97P2	ENSG00000061337	ENSG00000253866		610858	19614	rs7017108-T	rs7017108	0	7017108	intergenic_variant	1	0.4413	5E-7	6.301029995663981		0.0152	[0.0093-0.0211] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8p12	8	31967039		NRG1			ENSG00000157168			rs1016165-T	rs1016165	0	1016165	intron_variant	0	0.5907	8E-6	5.096910013008056		0.0144	[0.0081-0.0207] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8q21.13	8	76680040		ZFHX4-AS1			ENSG00000253661			rs6472981-T	rs6472981	0	6472981	intron_variant	0	0.7718	1E-7	7.0		0.0226	[0.014-0.031] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8q22.1	8	93660314		CIBAR1-DT			ENSG00000246662			rs4478545-A	rs4478545	0	4478545	intron_variant	0	0.2656	9E-8	7.045757490560675		0.0189	[0.012-0.026] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	8q24.21	8	128901202		CCDC26			ENSG00000229140			rs6470670-T	rs6470670	0	6470670	intron_variant	0	0.2667	2E-6	5.698970004336019		0.0169	[0.01-0.024] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	10q24.32	10	102660997		TRIM8 - ARL3	ENSG00000171206	ENSG00000138175		2679	12734	rs61691222-T	rs61691222	0	61691222	intergenic_variant	1	0.2212	5E-7	6.301029995663981		0.0182	[0.011-0.025] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	10q25.3	10	113201818		TCF7L2 - RNU7-165P	ENSG00000148737	ENSG00000238380		34140	151607	rs75122126-T	rs75122126	0	75122126	intergenic_variant	1	0.0217	2E-7	6.698970004336019		0.0576	[0.036-0.079] unit increase	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	11p15.5	11	380242		B4GALNT4			ENSG00000182272			rs111471551-A	rs111471551	0	111471551	intron_variant	0	0.0824	5E-7	6.301029995663981		0.0314	[0.019-0.044] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
2024-04-04	38177345	Meng X	2024-01-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.	Major depressive disorder (broad)	258,364 European ancestry cases, 571,252 European ancestry controls, 36,818 African ancestry cases, 161,679 African ancestry controls, 21,980 East Asian ancestry cases, 360,956 East Asian ancestry controls, 4,505 South Asian ancestry cases, 27,176 South Asian ancestry controls, 25,013 Hispanic or Latin American cases, 352,946 Hispanic or Latin American controls	NA	11p13	11	32906232		QSER1			ENSG00000060749			rs145678014-T	rs145678014	0	145678014	intron_variant	0	0.042	6E-8	7.221848749616356		0.046	[0.029-0.063] unit decrease	Affymetrix, Illumina [22941580] (imputed)	N	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	GCST90328131	Genome-wide genotyping array
